"Stephen Thomas","1","1","2017-03-17 18:53:03","beds: 85","10"
"Michael Hall","0","1","2020-06-14 18:36:08","toys: 16","1"
"Rachael Ramsey","0","0","2016-03-11 02:03:25","food: 44","10"
"Tasha Farmer","0","0","2020-01-29 11:31:49","treats: 768","8"
"Jessica Kim","1","0","2021-11-10 20:04:48","treats: 830","10"
"Nicholas Franklin","0","0","2017-09-19 12:46:52","treats: 543","7"
"Tracy Jones","1","0","2018-12-30 08:38:49","treats: 172","4"
"Nicholas Franklin","1","1","2022-03-30 19:11:55","treats: 635","10"
"Todd Schultz","0","0","2020-04-01 09:15:34","treats: 366","9"
"Judy Wood","0","1","2018-03-23 10:13:02","toys: 271","5"
"Eric Jacobs","1","1","2016-10-20 19:37:20","toys: 19","6"
"Nathan Mckenzie","0","0","2017-10-29 12:17:14","toys: 669","1"
"Jason Barrera","0","0","2021-07-02 14:16:11","treats: 509","4"
"Kenneth Bell","1","0","2017-06-26 11:15:36","treats: 696","10"
"Jaime Parrish","1","1","2017-12-16 22:03:26","treats: 479","1"
"Corey Cooper","1","0","2019-10-31 14:46:49","food: 964","6"
"Sarah Hernandez","0","1","2021-05-27 08:27:25","treats: 125","5"
"Anthony Osborne","0","0","2016-06-14 23:02:06","toys: 791","10"
"Margaret Moreno","1","0","2017-06-25 03:13:21","food: 293","4"
"Joshua Berg","1","0","2020-03-05 16:19:50","toys: 99","5"
"Scott Mason","1","1","2021-04-24 06:01:18","food: 490","6"
"Mr. Jeffrey Freeman","1","1","2019-05-07 00:24:10","toys: 485","5"
"Lindsey Jensen","0","0","2018-05-14 00:58:40","food: 7","10"
"Donna Hill","0","1","2018-10-30 06:32:06","food: 127","2"
"Kelly Fleming","1","0","2016-02-06 16:48:21","treats: 298","1"
"William Sexton","1","0","2020-06-05 12:54:01","treats: 843","2"
"Virginia Barnes","1","1","2016-07-28 06:26:15","toys: 377","8"
"Raymond Stanley","0","0","2021-03-19 04:50:43","beds: 662","5"
"Natalie Jarvis","0","1","2019-01-19 15:29:57","treats: 567","1"
"Matthew Taylor","0","1","2017-08-15 19:08:08","treats: 411","3"
"Brent Reese","1","0","2020-03-01 20:53:38","treats: 862","10"
"Jenny White","0","1","2017-05-06 06:39:41","food: 244","3"
"Stacey Rogers","1","0","2021-12-20 20:03:15","treats: 146","3"
"Mrs. Jennifer Baker","0","1","2019-02-08 20:49:15","beds: 538","10"
"Steven Young","1","1","2017-06-26 10:02:10","treats: 933","10"
"Mark Garrett","0","0","2019-05-03 02:09:58","food: 993","9"
"Angel Murphy","1","1","2020-07-13 11:54:37","toys: 313","7"
"Breanna Anderson","0","0","2019-01-03 08:00:41","toys: 939","8"
"Jason Mora","0","1","2016-02-14 12:37:19","food: 570","7"
"Andrew Pratt","0","1","2019-09-09 21:06:12","toys: 654","7"
"Erica Brown","0","0","2021-02-07 07:09:35","food: 622","4"
"James Walsh","0","0","2022-01-08 17:08:03","food: 277","1"
"Donna Johnson","0","0","2022-02-26 02:07:15","beds: 18","6"
"Joseph Smith","0","0","2021-08-31 23:41:57","beds: 648","3"
"Fred Thompson","0","1","2020-11-09 14:37:06","beds: 388","5"
"Allison Miller","1","0","2016-10-21 06:25:50","toys: 359","9"
"Richard Green","1","0","2019-05-01 01:08:00","toys: 913","8"
"Courtney Weber","0","1","2021-09-10 05:37:15","toys: 342","6"
"Alexis Cooper","1","1","2018-08-14 19:17:04","toys: 928","5"
"Elizabeth Webb","1","1","2019-10-28 05:46:59","treats: 326","10"
"Joseph Hoffman","1","0","2020-10-29 10:19:48","beds: 432","3"
"Andrew Pitts","1","1","2017-07-19 02:59:00","treats: 90","10"
"Michele Stone","1","1","2016-10-15 03:15:06","beds: 674","2"
"Rachel Ryan","0","1","2016-02-09 01:59:37","food: 458","10"
"Mark Oneal","1","0","2016-08-26 04:13:43","food: 980","7"
"Yvonne Hawkins","1","1","2020-08-03 13:10:26","treats: 66","10"
"Jill Alvarez","0","1","2020-06-14 21:30:08","treats: 860","4"
"Todd Beasley","0","1","2018-10-06 22:14:05","food: 570","8"
"Angel Wells","0","1","2018-10-18 07:40:01","beds: 124","4"
"Tammie Larson","1","0","2016-10-21 08:46:16","treats: 734","4"
"Kathleen Smith","0","0","2018-11-29 01:30:32","food: 622","10"
"Antonio Moore","1","0","2020-12-07 23:32:28","toys: 769","4"
"Holly Stone","1","1","2019-03-01 15:12:04","beds: 686","8"
"Amy Watkins","0","0","2017-09-02 12:39:10","treats: 405","7"
"Steven Young","1","1","2018-09-09 15:55:12","food: 831","3"
"Rachel Ryan","0","1","2020-04-01 23:26:34","beds: 990","3"
"Marvin Ward","1","0","2021-11-27 18:27:26","treats: 318","8"
"Timothy Gould","0","1","2019-10-11 15:11:20","beds: 460","10"
"Patrick Garcia","0","0","2016-09-01 20:59:55","treats: 628","1"
"Caleb Johnson","1","1","2020-08-29 23:14:04","toys: 313","4"
"Eric Haney","1","1","2022-01-22 01:27:56","toys: 282","3"
"Brandon Martinez","1","0","2019-05-21 00:34:42","toys: 772","6"
"Katherine Hughes","1","1","2018-01-03 00:21:03","toys: 775","10"
"Gerald Marshall","0","0","2019-02-01 21:00:42","toys: 532","5"
"Robert Brewer","0","0","2020-02-01 15:27:39","toys: 485","2"
"Linda Patterson","1","0","2018-04-05 00:57:55","toys: 110","10"
"Sierra Reynolds","0","1","2018-11-23 12:14:45","toys: 688","4"
"Calvin Rodgers","1","0","2019-10-29 23:02:40","beds: 390","5"
"Robert Ware","0","0","2019-10-11 09:11:31","toys: 709","6"
"Daniel Shepherd","1","1","2018-01-26 01:31:53","beds: 246","5"
"Jason Mora","1","1","2020-03-22 21:02:13","toys: 141","6"
"Donna Johnson","0","0","2018-05-05 07:58:20","beds: 658","10"
"Katherine Hughes","1","0","2019-05-04 16:31:03","treats: 647","5"
"Colleen Decker","1","1","2016-12-09 16:47:01","treats: 684","8"
"Robert Wright","1","0","2018-02-07 11:41:52","treats: 820","6"
"Emily Watts","1","1","2021-08-12 02:41:48","toys: 247","7"
"Ashley Baker","1","0","2016-05-04 00:19:23","toys: 500","10"
"Veronica Lucero","1","0","2019-06-22 09:40:30","toys: 691","7"
"Robert Wright","0","0","2016-12-30 00:31:11","toys: 516","5"
"Robert Jackson","0","1","2017-02-01 16:33:30","treats: 169","8"
"Kyle Taylor","1","1","2018-12-11 22:01:07","food: 697","9"
"Michelle Soto","0","0","2019-06-10 02:11:30","toys: 992","5"
"Daniel King","0","0","2016-05-26 11:30:24","toys: 531","6"
"Natalie Miller","0","1","2016-04-11 18:09:22","beds: 878","5"
"Sara Gutierrez","0","1","2017-11-30 02:12:51","food: 574","9"
"Natasha Taylor","1","0","2021-11-10 21:41:29","toys: 104","3"
"Matthew Wilson","0","0","2017-10-02 09:47:18","food: 231","5"
"Heather Spencer","0","0","2017-12-25 20:35:27","treats: 260","6"
"Scott Morgan","1","0","2016-03-15 23:08:20","food: 886","4"
"Jason Mora","1","1","2019-10-25 01:43:32","beds: 119","6"
"Christina Moore MD","1","1","2021-05-09 20:10:34","treats: 479","7"
"Anna Barry","1","1","2021-08-05 02:02:54","beds: 717","3"
"Donald Blackwell","0","1","2020-07-09 07:46:50","toys: 937","2"
"Julia Jackson","0","0","2020-08-29 00:29:23","beds: 631","8"
"Michelle Bell","0","0","2020-02-21 12:24:25","food: 893","1"
"Sean Curtis","1","1","2017-02-02 18:44:10","treats: 544","6"
"Mr. Joshua Walker","1","1","2020-01-18 16:08:14","treats: 146","5"
"Kevin Burgess","1","1","2019-02-14 07:25:08","food: 106","4"
"William Garza","0","1","2019-10-30 23:22:04","toys: 769","6"
"Melissa Woods","0","1","2016-07-05 09:06:05","treats: 496","1"
"Brian Bird","1","1","2020-02-12 10:36:29","food: 267","9"
"Carla Dillon","0","0","2017-06-10 09:11:48","toys: 539","9"
"Mr. Jeffrey Freeman","0","1","2021-06-12 04:51:31","beds: 837","2"
"Jenna Liu DDS","1","0","2020-03-01 08:50:22","toys: 182","3"
"Stephanie Hicks","1","0","2020-04-11 17:12:03","treats: 112","10"
"Mr. David Martinez","0","0","2021-07-31 20:57:19","beds: 429","9"
"Kevin Schneider","0","1","2021-03-10 09:55:48","treats: 168","9"
"Collin Sweeney","1","0","2017-10-10 06:42:25","toys: 271","5"
"Mitchell Kim","0","1","2020-04-29 09:25:16","beds: 53","2"
"Eric Jacobs","0","1","2021-08-20 04:27:19","toys: 625","10"
"Robin Baker","0","1","2016-04-29 09:31:46","treats: 0","4"
"Susan Fisher","1","1","2018-11-13 08:13:03","food: 490","7"
"Virginia Barnes","1","1","2020-03-27 04:36:59","toys: 394","6"
"Michelle Tran","1","1","2017-09-11 01:34:47","toys: 594","4"
"Lisa Carlson","0","1","2019-10-26 19:56:38","toys: 926","1"
"Julie Butler","0","1","2020-06-06 16:39:26","food: 118","2"
"William Barry","1","1","2017-07-11 06:21:17","toys: 616","9"
"Michael Watson","1","1","2022-02-14 19:59:45","food: 12","4"
"Kayla Hood","1","0","2019-11-13 08:18:29","food: 994","8"
"Matthew Velasquez","1","1","2018-10-20 14:11:40","toys: 979","10"
"Michelle Jones","0","1","2018-08-17 11:21:31","beds: 228","4"
"Timothy Clark","0","0","2019-12-27 14:47:56","food: 71","7"
"Jessica Welch","1","1","2018-08-28 04:03:53","beds: 952","4"
"John Schmidt","0","0","2020-12-27 07:09:36","food: 941","2"
"Juan Perry","0","1","2019-01-24 05:38:01","toys: 351","7"
"Nathan Davis","0","0","2019-03-06 09:23:48","beds: 528","2"
"Lisa Davis","1","1","2019-03-10 23:03:30","treats: 685","9"
"Benjamin Tate","1","1","2016-03-16 23:49:53","toys: 548","9"
"Lisa Carlson","0","0","2020-05-22 18:58:08","treats: 90","2"
"Jonathan Martinez","0","0","2018-11-06 23:52:43","beds: 36","5"
"Scott Lam","0","1","2017-12-05 23:09:22","treats: 513","7"
"Scott Lambert","0","1","2020-05-21 23:47:49","food: 46","6"
"Mrs. Kimberly Hodge MD","1","1","2017-08-06 11:14:20","beds: 327","3"
"Kyle Hoffman","1","1","2019-09-18 09:50:25","treats: 579","8"
"William Blevins","0","1","2016-09-08 10:11:35","toys: 275","7"
"Carolyn Mack","0","0","2016-01-07 02:21:16","beds: 301","4"
"Nicholas Smith","1","1","2016-12-18 06:20:22","food: 578","10"
"Sharon Fox","1","1","2019-07-27 02:49:49","food: 43","9"
"Elizabeth Bonilla","0","1","2020-07-23 02:22:04","beds: 295","2"
"Paul Kim","1","0","2018-03-20 23:13:25","beds: 119","3"
"Christian Austin","0","1","2019-09-07 10:35:55","treats: 299","5"
"Joshua Hill","0","0","2020-11-26 08:57:24","beds: 484","10"
"Raymond Stanley","1","0","2020-12-15 05:39:26","toys: 516","1"
"Jeremiah Alexander","0","1","2019-09-11 08:19:48","beds: 648","2"
"Melissa Matthews","1","1","2017-03-04 10:36:50","beds: 211","3"
"Melissa Pollard","1","1","2021-07-28 08:00:05","beds: 124","1"
"Donna Hill","0","1","2017-03-11 21:25:14","beds: 880","9"
"Sharon Fox","1","0","2019-10-14 15:18:50","beds: 613","1"
"Angel Wells","1","1","2016-02-10 22:38:52","food: 410","1"
"Abigail Hernandez","0","0","2019-06-19 15:23:01","treats: 326","1"
"Anthony Nelson","1","0","2018-03-27 03:04:09","food: 697","5"
"Paul Higgins","1","0","2016-09-28 18:54:02","toys: 494","4"
"James Paul","1","0","2020-10-31 06:45:47","beds: 41","9"
"Anna Barry","0","1","2017-06-09 22:23:10","treats: 923","1"
"Kathy Mcguire","0","0","2020-05-08 23:44:58","beds: 931","9"
"Bobby Riley PhD","1","1","2020-04-20 01:59:09","food: 63","4"
"Wesley Johnston","1","1","2016-05-02 20:59:36","beds: 806","1"
"Dana Johnson","1","1","2020-04-12 15:53:39","beds: 18","6"
"Gabriel Gonzalez","0","1","2021-07-05 11:48:29","food: 898","1"
"Lauren Porter","1","1","2016-04-13 17:55:59","beds: 89","1"
"Tina Rodriguez","0","0","2021-10-04 11:18:53","beds: 736","6"
"Walter Houston","0","1","2021-05-15 07:20:50","treats: 172","4"
"Michael Calderon","1","0","2017-10-14 17:29:02","toys: 548","8"
"Jessica Welch","1","0","2018-09-26 04:44:20","treats: 635","7"
"Matthew Cole","1","1","2017-12-20 01:42:35","toys: 404","3"
"John Schmidt","1","1","2020-10-02 16:51:31","treats: 666","7"
"Gregory Dixon","1","1","2018-03-09 08:43:28","food: 997","4"
"Robert Cross","1","1","2016-11-10 02:31:57","beds: 476","2"
"Michelle Christian","1","1","2020-03-04 04:22:40","toys: 93","1"
"Joseph Hoffman","0","1","2019-02-26 04:44:56","food: 244","2"
"Jaime Parrish","1","0","2016-01-26 23:31:16","toys: 107","5"
"Tammie Larson","1","1","2021-07-16 15:29:29","beds: 915","3"
"Matthew Cantrell","0","0","2016-05-01 08:33:19","food: 916","4"
"Garrett Wolfe","1","0","2019-05-23 19:14:07","treats: 580","3"
"Laurie Williams","1","1","2019-12-25 13:43:17","toys: 525","2"
"Isaac Thomas","1","0","2021-08-18 07:47:57","toys: 688","9"
"Adam Robles","1","0","2020-01-04 23:27:47","beds: 301","10"
"Rachel Davis","1","0","2020-03-24 07:12:02","toys: 308","3"
"Amy Cohen","0","0","2019-11-11 02:55:10","food: 97","4"
"Benjamin Daniel","0","0","2018-05-04 21:03:35","food: 788","6"
"Amy Carroll","1","0","2020-01-21 06:01:16","food: 877","2"
"Brian Warner","0","1","2019-06-13 13:50:18","treats: 551","2"
"Tammy Myers","1","0","2020-07-19 18:50:20","beds: 338","3"
"Paige Acosta","1","1","2017-09-29 17:17:00","food: 213","9"
"Jerry Francis","0","1","2016-01-05 21:36:42","toys: 77","9"
"David Campbell","0","0","2019-12-14 06:36:26","toys: 733","3"
"Rachel Patrick","1","1","2020-05-31 14:49:38","beds: 593","5"
"Jeffrey Gomez","0","0","2017-11-24 17:32:36","toys: 180","5"
"Christopher Howe","1","0","2016-01-03 20:32:45","beds: 205","7"
"Deanna Rodriguez","0","1","2021-12-10 22:42:38","beds: 94","5"
"Jamie Gray","1","1","2017-11-26 10:47:04","food: 312","5"
"Michelle Jones","1","0","2022-01-16 00:01:02","treats: 765","9"
"Kathleen Hess","0","1","2017-07-30 19:36:35","treats: 696","8"
"Debbie Adams","1","0","2016-06-08 17:02:27","toys: 999","8"
"Sharon Burgess","1","1","2018-06-22 10:18:37","toys: 457","6"
"Dr. Gina Davis","1","1","2016-10-15 16:35:53","beds: 81","2"
"Sharon Burgess","1","1","2021-08-21 14:24:15","food: 33","4"
"Michael Cruz","0","0","2020-12-14 17:19:09","toys: 729","9"
"Michelle Jackson","1","1","2018-07-21 14:49:15","beds: 396","8"
"Sarah Dougherty","0","1","2022-03-10 19:01:46","treats: 311","10"
"Kristin Rodriguez","1","0","2021-04-07 06:33:56","food: 71","5"
"Andrew Pratt","0","1","2016-06-17 06:08:46","toys: 201","6"
"Adam Robles","1","0","2017-01-19 00:09:09","treats: 98","1"
"Douglas Coleman","1","1","2020-01-09 08:05:26","treats: 563","7"
"Philip Wagner MD","1","1","2018-09-17 13:38:05","food: 542","3"
"Rachel Novak MD","0","0","2020-12-19 13:59:54","beds: 325","1"
"Gabrielle Daniels","1","1","2017-02-20 03:53:14","food: 254","1"
"Jennifer Anderson","1","0","2016-10-05 14:21:07","food: 877","5"
"Miss Stephanie Moran","0","0","2018-09-05 07:06:38","beds: 717","2"
"Jesse Clark","1","0","2018-03-16 02:05:02","treats: 203","9"
"Wendy Decker","0","1","2017-03-23 13:48:05","food: 241","4"
"Ariana Andrade","1","0","2018-03-29 17:01:41","treats: 559","2"
"Amy Williams","1","1","2020-10-13 15:41:39","food: 224","9"
"Brittney Baker","0","1","2019-06-16 20:57:58","toys: 288","2"
"Laura Kelly","0","0","2017-03-12 08:39:58","treats: 830","10"
"Donna Hurley","1","1","2016-04-21 11:02:52","food: 356","5"
"Aaron Curry","1","1","2021-11-16 09:25:37","toys: 114","9"
"Marisa Perez","0","1","2018-09-15 07:02:17","beds: 253","2"
"Jamie Walters","0","1","2018-03-26 20:41:32","food: 941","3"
"Ronnie Olson","1","1","2016-02-20 01:31:20","treats: 334","1"
"Karen Schneider","0","0","2019-12-21 06:18:40","toys: 669","9"
"Brian Warner","0","1","2016-11-14 06:26:29","treats: 575","5"
"Bonnie Johnson","0","0","2016-05-31 02:20:07","toys: 869","10"
"Jonathan Taylor","0","1","2021-01-26 00:24:43","toys: 881","5"
"Nicholas Franklin","0","1","2019-02-16 08:19:41","food: 461","8"
"Robert Willis","0","0","2019-07-25 11:24:02","treats: 323","4"
"Steven Wilson","0","0","2018-08-12 22:59:18","treats: 739","3"
"Mark Mays","1","0","2019-05-03 12:35:56","treats: 718","1"
"Heidi Shelton","0","0","2019-06-12 10:40:00","beds: 120","10"
"Nicholas Nichols","0","1","2020-06-14 18:19:34","beds: 150","9"
"Melissa Brown","0","0","2019-11-30 01:20:24","beds: 629","5"
"Timothy French","0","1","2021-08-03 04:48:30","beds: 816","1"
"Shannon Moore","0","0","2021-11-14 05:00:20","treats: 764","6"
"Kelly Ryan","1","0","2020-05-30 13:07:25","treats: 563","7"
"Angel Conway","0","0","2020-09-30 13:05:04","toys: 857","4"
"Thomas Ward","1","0","2019-12-20 10:52:13","beds: 372","9"
"Breanna Anderson","0","0","2021-10-20 19:49:59","food: 283","7"
"Breanna Anderson","1","0","2018-12-26 13:21:31","food: 316","6"
"Amber Martinez","1","1","2018-11-22 00:06:01","toys: 672","6"
"Gloria Carlson","1","0","2021-05-23 02:25:52","food: 498","8"
"Patrick Jones","0","1","2020-06-10 06:07:54","treats: 199","2"
"Andrew Russell","1","1","2019-12-31 12:38:55","beds: 429","10"
"Sean Mcintosh","0","1","2021-04-02 07:10:55","toys: 699","3"
"Marcus Pena","1","0","2016-10-06 02:14:57","treats: 983","5"
"Tammy Garrett","1","0","2021-03-25 04:54:14","treats: 334","3"
"Cameron Sherman","1","1","2021-02-02 23:19:10","beds: 614","4"
"Mr. Timothy Foster","1","1","2018-03-14 14:31:39","treats: 739","6"
"Yvonne Hawkins","0","0","2018-01-22 02:48:25","treats: 834","8"
"Jesse Clark","1","1","2021-05-22 03:48:25","treats: 848","2"
"Chad Stewart","1","1","2016-06-02 04:36:38","food: 427","5"
"Steven Hopkins","0","1","2017-04-11 23:59:14","toys: 699","2"
"Kathleen Walters","0","0","2017-07-02 15:40:46","beds: 870","5"
"David Anthony","0","0","2020-01-24 20:29:54","treats: 189","7"
"Kevin Crawford","0","0","2017-02-20 01:19:02","toys: 201","2"
"James Bradford","0","0","2016-01-31 02:25:38","beds: 89","4"
"John Schmidt","0","0","2019-06-04 01:43:29","food: 527","6"
"Elizabeth Bonilla","0","0","2019-05-08 07:19:47","toys: 712","9"
"Daniel Martinez","1","1","2018-02-21 00:02:56","food: 787","7"
"Eric Abbott DDS","1","0","2020-02-16 22:17:55","beds: 880","8"
"Brent Reese","0","0","2021-12-03 23:44:36","toys: 987","1"
"Andrew Lindsey","0","1","2016-05-15 00:27:32","toys: 324","1"
"Christina Mosley","0","0","2017-03-08 16:46:07","treats: 604","1"
"Jacqueline Ibarra","0","1","2016-12-12 12:17:40","treats: 208","5"
"Breanna Williams","1","0","2016-03-02 00:56:06","beds: 505","8"
"Angela Ortega","0","0","2017-06-07 22:06:16","treats: 546","10"
"Dr. Amanda Moreno","0","0","2016-04-13 03:42:58","food: 700","5"
"Michael Bowers","0","0","2018-10-20 21:20:22","treats: 747","8"
"Maria Chavez DDS","1","0","2020-11-15 21:12:07","toys: 271","3"
"Mr. David Keller","0","1","2017-01-24 03:56:56","toys: 336","3"
"Daniel Shepherd","0","0","2021-10-24 17:14:17","food: 740","9"
"Taylor Roberts","0","1","2017-01-13 09:36:20","toys: 756","10"
"Andrew Mcdaniel","1","1","2019-08-07 02:03:24","food: 557","4"
"Kerry Adams","1","1","2016-07-25 11:33:14","toys: 248","9"
"Erika Zimmerman","1","0","2017-04-12 13:00:07","beds: 418","3"
"Christy Cook","0","1","2018-02-20 08:36:21","treats: 115","8"
"Calvin Powers","1","1","2022-01-06 08:39:09","treats: 331","6"
"Michelle Ramsey","0","0","2019-10-31 17:56:40","treats: 411","6"
"Kathy Mcguire","0","1","2021-11-05 09:31:32","beds: 338","2"
"Matthew Cantrell","1","0","2020-04-18 00:42:01","beds: 641","7"
"Jay Melton","1","1","2020-06-27 10:51:20","treats: 318","3"
"Lori Livingston","0","0","2017-05-06 06:17:02","treats: 518","7"
"Annette Brown","0","1","2018-01-03 18:08:01","toys: 302","3"
"Andrew Kane","1","0","2021-05-07 09:59:55","toys: 286","6"
"Daniel Moore","0","1","2018-12-15 10:58:37","toys: 194","5"
"Lauren Thomas","0","1","2021-05-18 18:55:38","beds: 279","1"
"Lisa Moore","1","0","2021-04-05 01:41:32","toys: 906","10"
"Steven Turner","0","1","2016-04-03 05:39:05","beds: 922","6"
"Kelli Powell","1","0","2018-07-14 16:26:39","treats: 584","8"
"Tyler Sims","1","0","2021-09-17 14:42:15","food: 421","3"
"Collin Sweeney","1","1","2017-03-28 07:14:08","toys: 492","1"
"Joseph Henderson","0","1","2017-09-04 21:03:17","treats: 598","6"
"Ryan Smith","1","0","2016-10-24 00:28:36","treats: 368","3"
"Sarah Harrison","1","1","2018-06-06 04:17:50","toys: 913","10"
"Gabriel Gonzalez","0","1","2019-12-14 05:38:53","treats: 581","8"
"Scott Williams","1","0","2018-10-12 12:50:50","beds: 658","6"
"Gabrielle Daniels","1","1","2016-09-26 21:30:41","beds: 784","2"
"Rachel Patrick","0","0","2021-01-29 00:28:41","toys: 133","2"
"Michelle Jones","1","0","2017-11-07 04:02:49","toys: 978","7"
"Michael Mullins","1","0","2016-06-24 11:54:46","toys: 545","4"
"Jeremiah Alexander","0","0","2021-07-22 22:01:02","food: 127","1"
"John Rodriguez","1","0","2019-12-03 19:37:11","food: 166","6"
"Abigail Mcmahon","1","1","2019-10-25 01:51:03","beds: 69","2"
"Joseph Brown","0","0","2020-09-26 15:09:26","food: 980","1"
"Linda Patterson","0","0","2021-09-30 22:37:07","beds: 195","3"
"Laura Baird","1","0","2021-08-05 12:38:40","toys: 230","10"
"Eric Haney","1","0","2019-02-25 10:51:56","food: 578","5"
"Jose Mays","1","1","2020-07-07 05:11:07","toys: 900","8"
"Alison Patterson","0","0","2020-02-22 02:11:26","treats: 671","2"
"Edward Reed","0","0","2017-11-03 00:03:49","beds: 514","7"
"Jon Hull","0","0","2020-05-24 14:59:59","food: 966","8"
"Rachel Miller","1","0","2017-11-27 04:05:10","toys: 19","10"
"Michael Flores","1","0","2019-02-21 12:40:21","beds: 185","8"
"Heidi Shelton","0","1","2020-08-27 22:42:32","treats: 676","1"
"Shelley Horton DVM","1","1","2019-10-03 20:13:03","food: 262","5"
"Laura Jones","1","0","2017-08-06 05:48:14","toys: 885","1"
"Kim Davenport","1","0","2017-06-11 22:38:03","toys: 497","4"
"Emily Watts","1","1","2021-09-06 02:24:01","toys: 422","10"
"Gerald Marshall","0","0","2018-09-25 18:59:46","treats: 584","7"
"Dustin Morton","1","0","2022-01-16 19:38:03","toys: 977","5"
"Amanda Smith","1","1","2019-02-16 18:40:05","beds: 284","6"
"Kelly Schmitt","0","1","2017-01-28 19:32:36","beds: 145","1"
"Cindy Ramos","1","1","2017-06-07 10:26:06","beds: 614","6"
"Edgar Bell","1","0","2019-11-19 11:30:52","food: 568","3"
"Mrs. Kathryn Howard","1","1","2019-06-23 07:26:00","toys: 423","10"
"Kristen Stephens","0","1","2021-02-18 02:46:09","beds: 599","10"
"Erica Brown","0","1","2021-07-31 04:15:23","toys: 891","3"
