"beds: 20","79.84","63.87","49","Thomas Ward","2dc44f22dc4767881640649f89ab068fc38b838d779b41c98f4bb2d417336b7f"
"toys: 21","24.25","19.4","147","Angela Yu","8bd43025e4ba609472d317e354a96040afc18f5700631f1d0c5eb343b842a63a"
"treats: 22","55.08","44.06","87","Steven Wilson","299aeeae8548716e4414ead1ba14cd892d9bbd2f32b6f3b6da58ba6609937b9e"
"treats: 23","38.08","30.46","153","Gloria Carlson","60202ef2e32f8d3b7d2f495f30480e33b001ad4b74d5b515789905c389f54a93"
"toys: 24","70.01","56.01","73","Anna Mccoy","84a0bcf27275049fc0d0003ad1b4db9265a1afdfc43188c0d41b7133f2f6426f"
"treats: 25","94.01","75.21","64","Michael Calderon","f411e518d0d1b6b1d6049a1af09199306b7136652423c3d62206298397cc90b5"
"food: 26","79.57","63.66","43","Brian Mckinney","87de564cb7af001e327fab546660b90bfe0a2cf4f71cfa10c4e3d99f5bc282f2"
"toys: 27","99.11","79.29","56","Raymond Stanley","b2518883ab94142e0ec6b541aeefa923da1a9acb6fc3a07db3aaa2dc218d4702"
"food: 28","22.20","17.76","46","Brian Sanchez","94818c236062112743d4327ebd81edf2a20c4b9ac35119daa97e929b09100ee5"
"treats: 29","71.24","56.99","122","Sarah Harrison","934935acbe3c96476134f1313d05ee8815ab16ed0484b4a9f1adea20affde32f"
"treats: 30","40.85","32.68","195","Brittany Aguilar","aeb6e167be66dab11932ff69f985e4b2ece97f8d403338d5c82905de927d1942"
"beds: 31","31.89","25.51","64","Isabella Harris","f90ce82d7e8e6cf220bc110b84c2fc4c1134372dd39e4bf1406991ad84fb3d72"
"food: 32","50.04","40.03","98","Derrick Velasquez","a7e6ba63475ea314f5dc8a9f9fac2ed09719cf3dedd7f1a596159aff708d9d28"
"food: 33","85.42","68.34","132","Renee Edwards","50d50ef1938717090b622a7d0b101ea7475b593404a71dac33428326ac026ddb"
"toys: 34","15.60","12.48","87","Robert Sanchez","477f76b8a98e5b9d9e9a87902538bc29e933a8262f742877f1ccd9b4107906f9"
"food: 35","71.03","56.82","132","Brian Sanchez","fbc0c9bf1ab0429f0953e54bae388966a51d21ca34d0839ae4bc3c973624f9be"
"beds: 36","30.47","24.38","31","Kelly Tucker","80e9de7cfd613a6a3f7ac818377bd54ae65b51e9d80acf2b44b345f9b586bc61"
"beds: 37","88.15","70.52","150","Neil Lynch","175acb8087f1b22d1a417996ff748f082ab43f1909d0dc193c1a943e40d07e24"
"treats: 38","19.73","15.78","160","Kelly Tucker","4c576dc453a04c70f2b765f3d0e6e266a997ee53d880e82f35fa9c2e70ca9515"
"food: 39","17.95","14.36","175","Jerry Francis","1ba8e14409b5639d2db9f77e3b97c79e53c78379f1c4e1d9849f66c8a57bf04e"
"beds: 40","93.32","74.66","109","Nicholas Howard","9c2e66c21f9fc5150cdf3f4faef78a989d0004521674fa57f2803f2bd2a20dc4"
"beds: 41","75.68","60.54","160","Leslie Moore","645d8d43184ea360ed335d8061951bdbba956b650f5e37086dfb37d3b76bddb9"
"toys: 42","18.08","14.46","158","David Sloan","887f12e78e07d3a3a1b5245931fc283a276c6b209c961859324f1fb4478d0ed9"
"food: 43","75.82","60.66","122","Kimberly Dennis","8ef8dd555eea5176e8c2343d1000fe18cb9b205dd65699fb87b99116838ead7c"
"food: 44","18.91","15.13","90","Jeffrey Bernard","cadcaf86e5862c85df4170d6f64a582fbd86c2912fe41c5b8349c3950c95b9d2"
"toys: 45","61.60","49.28","140","Patrick Garcia","6cce94d735db1038a298edf0e070648c3c2678b63609628b6e3abee913656c8b"
"food: 46","66.41","53.13","39","Elizabeth Jarvis","436a15e65e90f2926f80cf53e3e0c5e2288e6f93d580c4f587f70396014888b8"
"toys: 47","47.26","37.81","50","Christopher Gonzalez","76f6137e2e205b8c48d5daf71b5fb8fda48771b10b27ac26abf0acddd8bb2caa"
"beds: 48","37.42","29.94","165","Barbara Key","953161666864e3b33af7a49c00512f4165c1020e2d9adf6b50f98fe5efafc37d"
"food: 49","16.52","13.22","37","Jessica Davenport","903e6df7918dbef6ec0193d84109bd72e1287acdb599829456622527bebdb0cf"
"toys: 50","74.96","59.97","71","Lisa Fox","5f92b40a5943fea50710ce76dad91124ade8bad61211107bb73b6e8c4e321ee5"
"toys: 51","94.63","75.7","163","Bradley Andrews","5962ca7ef9fd146100b9e196df602798bb37cb74aee0b3ff4e6186c8c973fac5"
"toys: 52","19.41","15.53","61","Billy Booker","b6fdc61d3e261327c1a3af085e5e5f34297b6330419f907e744818f05b2af576"
"beds: 53","67.23","53.78","39","Amy Taylor","97c800e895b617e58d8537b6fafff4a5501f05d44efb34a7278c090f1291b07b"
"toys: 54","58.80","47.04","123","Jesse Clark","68c2af5c6abc7c7981ac0a9700b08b939bd40cc70618d872caeaf643940b4d06"
"beds: 55","82.41","65.93","181","Laurie Williams","4b950e330bb34f9dce53d0d3bd308f9c996ee007b4255dd2b2bef610e946178f"
"food: 56","31.91","25.53","133","Daniel Joseph","391a1892860562c73146ed92121e3b9cbd03aa07d50991be91e50354a2150e26"
"toys: 57","36.94","29.55","131","Robert Wright","47bffc1a1459cb64edd5e933beac2bd9c57f4f0f69f40db334c9caefd0900c1c"
"food: 58","18.12","14.5","190","Darin Harris","f1d4437fb5a619e140608696c1f24b1ac6994e1c979adf03f8d3600667c2bbad"
"beds: 59","29.56","23.65","150","Jeffrey Bernard","331389788ed44f038b73c1804fa8c8cf5a8b824f9c9207eb2210dc8353c527d5"
"food: 60","23.36","18.69","144","Raymond Stanley","56692165a572eb8f485ad55b71b2f0d9cf869f3d2e60602f549a5c67d904639a"
"beds: 61","58.81","47.05","178","David Smith","ebb5d5413b2172acefc600690f2535bb677dbef6093435a9c5030a2c5b0f2aa4"
"toys: 62","28.89","23.11","161","Thomas Ward","b6e8155749c2f73fdafa2a4924c155c6a6ffe00d2b119735eb63f4109950f775"
"food: 63","39.58","31.66","161","David Anthony","18fb908433b0bdd1d84adebdadf0dab0b73de2af9fb65ad4e008e375d5637129"
"food: 64","79.03","63.22","109","Eric Smith","e6ad02099182d995ff04ee999c090a31ce9fcd6261c42070635271244d71a3a1"
"food: 65","19.94","15.95","164","Sean Atkins","a286c712545c6d1a050172ab63910cdcb870aa4f3147e29fdc8908bfc0016ccb"
"treats: 66","93.29","74.63","38","Adam Ball","91f63a9025b7cc94592fa0eaffae133fed7ab4f95f951f78cae1e3969b31265d"
"treats: 67","84.76","67.81","197","Rhonda Peterson","4f997448e5f426dda3046c722eed6c425f58e9763296318d9f60e2112559630f"
"food: 68","57.12","45.7","39","Marie Lawrence","8887034fc70c1e29475124c3455ce87ced37114586bbcaee11b21374c8153329"
"beds: 69","17.33","13.86","98","Adam Ball","a97c14b521346a51683dea367d24c6759ca2579f422156328c82dd5540db47e9"
"food: 70","26.35","21.08","55","Robert Hernandez","a50bc82af6f504ec162fcd836e77892169dd3ccab70e142b64343481a8dd97f4"
"food: 71","100.21","80.17","184","Jeremy White","f03e6bc085de0e41b61ecc4ef9874d68fdc9df7b0213d5ed659d2817dbc7c6cb"
"toys: 72","60.12","48.1","90","Michael Flores","ecde51baf4e5a3553678560a825f44a62ba9c854da7de144456703174fc9568e"
"treats: 73","70.83","56.66","121","Melissa Patel","12ed0d50fc4e3fe4c12b71f020545295590280b65cd87d5a5fc4043dbf1e7344"
"beds: 74","18.75","15.0","99","Margaret Carney","9472ca214bce8dfac3cff3aec64163fdd96abbfccc079697caa42da36bde7052"
"beds: 75","90.73","72.58","175","Karen Davis","2dc14529226bc99a048a75d4e49b20d237d4078bc9d787b162a3ce8bab131371"
"toys: 76","78.24","62.59","81","Gregory Graham","93d15c628d71271945a8963d057d74e2a31b500e9604c52476e772f58af199a3"
"toys: 77","53.84","43.07","53","Renee Grant","3653c74342378ee9309f7d29faedb8ea6f0352cbcca9e9fe94669ed9a9b40d6f"
"food: 78","89.04","71.23","40","Travis Sanders","33926170ee87d57d7fb6e816193c6b8a2e3462130e18b2292e6f593963accfbf"
"food: 79","38.56","30.85","193","Richard Howell","19f1d68bf57c5712e4e05f829784da21b3c0529d2f98ff4da2e0b25d541a608f"
"food: 80","91.03","72.82","163","Natalie Miller","1342b102d242512efc8dccb40b96bf6533521059f82837abda594c460e777f92"
"beds: 81","87.04","69.63","163","Heidi Holmes","b1273d1516c98fbeb31c01e5cefb6216580c57885f6c9797570de5be843b85c2"
"toys: 82","22.87","18.3","78","Heather Spencer","47dc60e451a78ac871b3b2d62d3a921bb94ed7ad5e3c1c3211d6eebaed039cd5"
"beds: 83","26.47","21.18","53","Juan Perry","f9b4944493789331ff6b925344c2e8e6d2930d8b6ea8bd20d39fdfa943b862bd"
"beds: 84","93.75","75.0","111","Christopher Howe","b53e951062283e56ec03b52bf2dbb3b24c4c3b656c71122decf474e980baa740"
"beds: 85","62.64","50.11","174","Catherine Park","1c821b3ac91c2ce27d12c9ccb8bb617a30f21d9bf1bef5f82d40334be4a4ceaa"
"treats: 86","51.24","40.99","32","Tammy Myers","7477c1f6b054cd4b3e4c406e4b63e116b45d6441de1e03a89e775e2705deb3db"
"toys: 87","50.24","40.19","55","Steven Turner","9d68c3c71e232783e61b5030e65b46d3efac3a065cd3a5eed2daf62df922ad64"
"treats: 88","56.71","45.37","96","Scott Williams","b879e6c4124f1072cca442018d25b0207b8412d4e6d3da770301b2993af45192"
"beds: 89","36.38","29.1","106","Kelli Murphy","294e0cb53d9835ea1babb15814b38891401995d6351f16db6feca2a414631268"
"treats: 90","16.16","12.93","38","Renee Grant","d5f1e5c0d2b68a4e5e1a2a771fb6a47b3c858711b278c42382624880839a8ae6"
"toys: 91","53.24","42.59","50","Billy Nguyen","dbb6a0a986d6244dd3a5407c18cdd8e97e7d13983760702fd9e3715d3bc05255"
"toys: 92","45.28","36.22","115","Kevin Johnson","ab442a77d2c2961689dfeccd8aa00c90bbf0d64c979b7aa7cf36e7fdad44c06e"
"toys: 93","28.18","22.54","131","Rachel Ryan","b0c6496d668204b568a0cebbbcc51e39d07b6bf0e65270da3035e079f82c7859"
"beds: 94","86.90","69.52","34","Rachel Davis","b605e35db1de7e47ee874fded0cdcfbe3d42823c508eb111b7d3a84d474d6eae"
"treats: 95","51.75","41.4","193","Brian Mckinney","6f489bffb8460747ab76f13d93e1833c97c42f1b149eb32d37fbd0dcccb91345"
"toys: 96","93.00","74.4","80","John Davis PhD","44607c0732d0724080e2fab21cddeef100b62fafa2d4811339aab04df5ea0e71"
"food: 97","56.82","45.46","190","Christopher Bryant","776112d46bba8c7903bcccaf14689482d108a13ef33c740a90c136d5afd168d8"
"treats: 98","31.44","25.15","69","Sylvia Stephenson","1493d4a8c6b1d8eace0f6c9d72c885a03ca8f33d5252afad0403bc66e9bcbf1a"
"toys: 99","97.37","77.9","75","Eric Jacobs","9e40753944297a897a4aa8e79261e6ff8f142707faed2b337d77f6104fae3dde"
"treats: 100","43.52","34.82","189","Kimberly Rivera","d9c16ce515b4d9c476a1769d74722bf67fd9ad9ca7a9b5b43949afe4f3094b7f"
"food: 101","23.27","18.62","94","Natasha Taylor","32bb02131018621338d8af8f77075ede3fe6bca0e186ac763eb0defd1d1bc4e7"
"toys: 102","91.19","72.95","79","William Morris","33c09cbfc642afb221b943b8ff294dfe0759d3c285b89d7ea4d275b848b065f9"
"food: 103","40.87","32.7","45","Tammy Griffith","97d366d86cffe0f0c714208f4df0c6cd1b2d593f56474a1cca80880eddcdc6f8"
"toys: 104","39.28","31.42","90","Beth Young","f67a2ea3f436ba312418356cbcb555620e316162e8516038c3651da48f3e559b"
"toys: 105","43.23","34.58","145","Robert Woodward","926a3c613fe7b81a5d3aeb3da40f4129adbd8056a288231d29c2048ce639164b"
"food: 106","51.21","40.97","101","Paul Cole","4da19a6f99e6b5ea5ba4e581c1ab8b49b2f6e193e7837d57bf711a01b816e175"
"toys: 107","97.84","78.27","168","Alexis Morris","6e0bfb4d068649ac0569c0cf7d6512553ea7fd4b5ab4a992e9bfd259f3dd2fdd"
"food: 108","79.78","63.82","199","James Ramirez","b17d489ca60e595b8950f7e770d243f6f1ac1ce3b3ee50e460c7ef86c80ac4fc"
"beds: 109","18.11","14.49","128","Dana Bradshaw","d2069fe7dff5571404edec3f060fba84c26df1debcf96fae41f0135490ea4db9"
"toys: 110","23.46","18.77","170","Jordan Anderson","aa2a90ad6373f2f7787c80f2847351ddba9a44db8f0b094aad49c670c70930ba"
"toys: 111","95.69","76.55","59","Laura Jones","92eb5505d0998bfc76c0b44e13d5275f54747572795c4f7a8e1c1a4de7e023d3"
"treats: 112","38.58","30.86","185","Jason Parker","6af3481959d558b5088907012ff10ea65f767d06c580dfcda1388e07ffd1f6f2"
"toys: 113","78.13","62.5","35","Linda Ruiz","73dd2bd437b1dd50635fa0dba9e22960e2e18c4477c68cac72885f9f8b92f4dc"
"toys: 114","64.62","51.7","71","Christine Schneider","83ff2b808bcf802db88e8a89c93de5a869579be38f878dddfe617e970a6a267d"
"treats: 115","51.42","41.14","32","Sandra Martinez","39967ed8d41fcecac01aa1b17073cc4be2b2fe7f8b3b3bb6eff0c1bb419d710f"
"beds: 116","39.91","31.93","95","Adrian Stevens","6a4da22ed63685dbd8035bc6568c3f9a6e9f486deb3799c0a756480a918daf34"
"food: 117","80.52","64.42","87","Christian Austin","9195fe8e3034df378fc68d95adb45e0e82c079466ee8acfb8837ccc28d9394ca"
"food: 118","100.41","80.33","78","Marie Lawrence","af47749bb1f016438a192e95a397ddb48caf67157274eadfec3a20ea1c00c4fd"
"beds: 119","70.42","56.34","156","Michael Flores","fc64efe02f218feb3af299e0517a99f21c69a7066b814cd6f109c7beedd2af08"
"beds: 120","56.48","45.18","141","Mary Evans","99e7e3a173058fcdc5cd80c6e68e9653ecd35c0743b27cc41a92fedb9d08fdf8"
"beds: 121","77.07","61.66","130","Sabrina Wright","145fc44ecac1f649d296ef1b571f8f7c0c8b3df2c37bd396c5a78d38403a22f1"
"treats: 122","66.40","53.12","168","Gerald Marshall","f554776c015c7989636ce4157a14800335391469f550571c373e847c521e7838"
"toys: 123","51.19","40.95","144","Tim Ramirez","c2efc6ed581556dfb8e4e6c553fdc0d799a130fed07894f041ce45831c83fb30"
"beds: 124","32.15","25.72","154","William Morris","79f565d25457822e2b11c06c410f0bcd44fc2d4cd0112c4692f7e8d1ef56055e"
"treats: 125","93.56","74.85","185","Shannon Moore","23cb60af8b5fdde5aa5a5f5d8fb9ce1f56d8acb13721bf010f8f3c8ae9ef25db"
"toys: 126","62.11","49.69","171","David Anthony","7b1d848fba1094c1f8b032272fe1fd639dbe8cc7ae5d1a2752f495c884bf015c"
"food: 127","45.97","36.78","82","Kimberly Taylor","a9f6bd586105eafb0c77ada139640e701cae1665017cd141f2c9ec2a5a9cddc0"
"treats: 128","90.06","72.05","73","Albert Davis","7080cb623de2096e0e13d6cb6ef50eecdcc9948b6056cc13fca4a2d01d2c4006"
"treats: 129","70.68","56.54","134","Rachael Ramsey","b419876b377a46e487677d0fe3cca866ff151b5e0097fe44e1b1258aef517794"
"treats: 130","26.13","20.9","115","Sue Norton","bc710b8938c6644680a8b475ee247b34356040f6145a0955cf84b0d07cf49e57"
"treats: 131","57.31","45.85","185","Andre Jones","5bb7ee4ccd39385f26a3fe3e88c60e0faefaa3ce8b5804757a53951cbb7b07f5"
"toys: 132","94.88","75.9","74","Darin Harris","e815d4658395e92912d7fbaac68f079f0ccaa0bda6b87becd85ece8b7781c687"
"toys: 133","49.36","39.49","131","Matthew Byrd","768bee6a0aceb9f248a707f7257c0fbd24a3849124212b913a740eb5c7287d29"
"food: 134","93.96","75.17","137","Tim Ramirez","0e8bd4225603cbec6326f8caac079b6ec7ff99376120ba751c2966439c32ff25"
"toys: 135","94.88","75.9","138","Richard Howell","f969e2745a41fb52103a14fa2954c5cf5de60e393c280748a372e34ff1b67b3e"
"treats: 136","68.17","54.54","155","Nancy Smith","fe523c537bd686074b87e745e1c3423a2c6f5524fb5977a6c444a438f05d0bb2"
"food: 137","42.75","34.2","135","Juan Perry","1ac6601096f441c31f96d4e60d592caf565c4282508e211149a6f46015e51d26"
"food: 138","60.40","48.32","193","Lisa Sanders","7e79825a0daf282561ac348593ecb567137c843b6950ec9eee92743a48b9d4b8"
"beds: 139","75.79","60.63","95","Brian Murphy","11e8736fd2c7e51cf49e04604ca89ac83fcb9647514ff1e8a16974ed9028c6a5"
"toys: 140","16.97","13.58","161","Patricia Young","f787b93f6584d93a159721ead5c7b432d245b1cdf2fb5d20adba5a8bcd79be56"
"toys: 141","70.94","56.75","58","Karen Davis","66804d130030cb6cdde6255acdb38d06731635a612746805b5ca73f07be4542a"
"beds: 142","36.81","29.45","107","Matthew Cantrell","8a8c8694928572c10ccdff845eeadf9b0a51357f6ea7f2e3b67df31ad3bbc59e"
"food: 143","71.01","56.81","52","Kevin Schneider","062a9d26fdab64c95294e61634fb4f537137dc755479e8771efc2ea084b1af8b"
"toys: 144","32.80","26.24","190","Jeffrey Bernard","136a6163594bb8e18ca6b726262aad944d346a171d6766ffca685885f8a01dc6"
"beds: 145","93.28","74.62","178","Katherine Hughes","b65b3f793cd4002c895e9e998cccabb2a86d8fff8d4962a36703ebbd0c8548aa"
"treats: 146","75.28","60.22","162","Rachel Mills","df5f7a263fefa42bf69e2e041fdc6502f45bdaaecea589fa112c0a4f16a3daa4"
"toys: 147","32.09","25.67","49","Jason Mora","7e1710a4a8a3e6ef568dbee369997fb77bba53b907e5c19373d48cfb9d492ec5"
"beds: 148","50.60","40.48","176","Alexander Pope","67edddcb400d527def3845d938a279c424cc52b4496038828e225592d6e3ff42"
"beds: 149","26.29","21.03","162","Krystal Vega","71a9655ccfff2fac68cd6df476f3e7580d127c04c819a3f146d50bd514fc3395"
"beds: 150","19.89","15.91","159","Adam Ball","7590cfa9bdc15b1a42c1effaa82ec42de0fc2bfde814e1c1791e717c469b34c1"
"toys: 151","26.26","21.01","63","Angela Mccullough","ec8ba11a54f00ab3bb8e463a3389cfb87d5d50362e264edd9db9ed955b45521a"
"beds: 152","99.21","79.37","173","Arthur Arellano","8f6807555a75f325c69edb6c834720a458831124216cdb27120cf833520708e0"
"beds: 153","85.63","68.5","89","Ashley Baker","85907b825f2f92907e0f12a14808b8fb6696b31ab99fa7fa88d2de1db18a3cc5"
"food: 154","88.91","71.13","199","Cynthia Clay","87f8a32bba7a3a24cfdb8ee95611cb446a2aacd974d4f47c1c9cc1c98df0e92d"
"toys: 155","26.76","21.41","64","Robert Brewer","a09161cbd6bd46938583e98e8763e108f998e57b825b86fb244229126be57d64"
"food: 156","65.83","52.66","158","Matthew Taylor","2e15c4e41fdf6a8b8971e06f8c4dccce08fcc0fd5c349256a6a89119580bdb1e"
"beds: 157","43.26","34.61","109","Debbie Adams","6e13d867d859957dac68bd697102ff1f332d4c1609ce9f9a310c848e5404104e"
"treats: 158","97.67","78.14","50","Mark Tate","59686d8b5a502422f50bac481507e7fa11e04326e48ea45752d801c5fcd841b0"
"beds: 159","16.14","12.91","178","Paul French","c149254fc47e41f73405359c50d5d93be82640912ef0eb0ef7f170a8f98bd6a3"
"food: 160","27.71","22.17","35","Tammy Myers","f0427ea2edd6a14930d96b7f4201860cee0ae865714b472a541b96d88e749f36"
"toys: 161","52.31","41.85","174","Dave Taylor","98ddf3758f23d65be600300caff80fc5e3ce38d76f0fb10f285db0b17c49b3d6"
"food: 162","40.00","32.0","200","Jasmine Price","1d20090759f6cfa96744bb80a9ce45dcf0fb9e238701c9bda7618ee169a141fe"
"beds: 163","19.42","15.54","141","Stacey Rogers","66d3c6248df8d1307161844e6d633825387f136d018ca97abf7fe83663a0908c"
"treats: 164","35.16","28.13","41","Lori West","d0dd788f5691e10b6dd66acf96449d632e0188735cb54c5efcdd18abb8c629ec"
"treats: 165","39.00","31.2","162","Jessica Grant","b0653cf252d83def83643581126990588cd044b1b87fdc77395d2ad90b9a67b3"
"food: 166","83.06","66.45","34","Derek Gonzalez","b0839b42a32fe1c8122ad6be62dd2e5d35b3eb10c52f7e64509dd56d69082040"
"beds: 167","60.44","48.35","141","Karen Obrien","5c71ffdc9e5eb80735118868f1793fe957c7e7e2b25cc18cac5103ac71279eaf"
"treats: 168","78.14","62.51","92","Tracy Nelson","115cbe08047a1e29198bb8b93139f63c8bbd33317de28ca56e8411b567563eb1"
"treats: 169","76.88","61.5","112","Paula Lewis","c38338b2fc95a448008f2f550b0a138603a1062ee26d4660f24732f334e1acd6"
"toys: 170","62.19","49.75","150","Brian Sanchez","6e501fbf0869f123ede13afbf0f65cc875b28b2857873abad529ce8b5b434b9a"
"food: 171","91.24","72.99","170","Ryan Smith","7e74b977c104c303bf46390d1b64e89d995f183f2a6bbce96876646a73d04622"
"treats: 172","68.46","54.77","130","Todd Schultz","01da4562853e452d98c7b7ea772888b5bd5b415f45121f5cbc6a7d3e1a2b836a"
"food: 173","57.80","46.24","75","Victor Walsh","9952928c80993a5d44a0048436af0fde7703697763eedf164c66bd3b67e4b140"
"beds: 174","59.34","47.47","136","Kelli Murphy","fef3227f659417799b034de4078bed492d9b5a2e4d777c2cfc9359bbfb7cdef4"
"toys: 175","60.00","48.0","57","Brandon Butler","e175665cc2bd3bcab09ce94cecb465f6215136d393aa4ed35afb5a358c8cfd40"
"beds: 176","81.44","65.15","151","Jesse Vaughn","1653a19455e4af01d0c3ed9d1cdb0de5cb25e117bc633b286e3f48d958a7553a"
"beds: 177","15.51","12.41","136","Katelyn Henderson","b3818cd1c19a1e490519004f11b3378e55193f4eb40c63725839d516d0820cfc"
"toys: 178","73.02","58.42","176","Jenna Parker","802e0365bf7c60d94e2fa375aa8a8ef9b975b055d1d703a85671f5df9e13aae3"
"food: 179","51.81","41.45","175","Tina Ware","cc3fcc595c8739879e0cae5d2e2166e46641e8061b4bae5e66e70fada86dd59a"
"toys: 180","59.95","47.96","182","Anthony Garcia","61748edfb4b18e1e3545145989140ed6ca16909bbf8fda90a4b6a3e635384333"
"food: 181","27.16","21.73","58","Anthony Sanchez","3602ec56fa71a062da0199a2939d46c4899d75cf8fe69dcec2099298ecaaa389"
"toys: 182","42.19","33.75","30","Lori Luna","f550fa104984058f94b84f8296a4ecf4f8c11906ced2b82ecfbabb61a92b2cbf"
"toys: 183","47.64","38.11","156","Juan Gibson","c1e2794bf33424ee2d3deee9de20f3a4acdc17b2f85c7992d83d57f324388850"
"treats: 184","59.39","47.51","114","Christopher Cooper","77842321b67a25bf3790b67196a807eb4b94d78b5178a42823c6cdbf5bd6829a"
"beds: 185","84.19","67.35","74","Kathleen Smith","a02af2414e29b3fe8c06fa104faa7b44efc361d5c366b102f1fd10c241aa5494"
"toys: 186","82.82","66.26","58","Paul Barry","490a3acdf310d5b0d6b943b6aafc95cf6305d604633824f6b9f7185e478ccebf"
"food: 187","23.82","19.06","182","Thomas Ward","d59ad4fe41c2f4d12eba7927bfb4b7af025c84dcbfaef61d7ea359f1b25ef56e"
"beds: 188","48.69","38.95","145","Nicole Davis","bb4ec0a4e5c92105f40c4a5189c9fda94bb5577516e4f30edbb33b3bfe036e0c"
"treats: 189","64.18","51.34","62","Brittany Jackson","21d72bb4facbce16f72323e612c1b6d3589b117928e9ff3eba36640f346b13a3"
"treats: 190","99.89","79.91","158","Rachel Mills","437ef1ee84b70bd630ab7a35dc1a196be8151aab0de86f15e14840f1be30d76c"
"food: 191","59.87","47.9","119","Daniel Shepherd","1d673805c5721ca25bacc9995929869bce56109bc04e7aaf82f2178e8a092bce"
"food: 192","39.98","31.98","39","Daniel Shepherd","4ad6c405ca365ee95d3da770ef2c15ff89cf51eaf5c776a6aaa9305f567970f8"
"treats: 193","36.22","28.98","70","Mrs. Jennifer Baker","7198099c167d148441e6fcfcbcf6daedd06a1e9f8a61c821dbdec4ef873475f0"
"toys: 194","29.19","23.35","81","David Smith","2e55e57da83c9fa5a3a49febe267347941c48250218711831609a38bc997a083"
"beds: 195","62.90","50.32","100","Andrew Kane","feba303dea38868dae07e31616971493f042f41ac60bf3e4005a22b5a2f84956"
"beds: 196","75.35","60.28","41","Adam Hull","3917ae4c64fe17182ada5788e4ebf8b8dfa456a4653b769de9af59c2c23273cd"
"beds: 197","46.71","37.37","53","Nathan Barker","8974a8afb55358a56790bcb690f5acf06d8a2646f76599e88e58fa6d21f43152"
"toys: 198","63.24","50.59","185","Stephanie Roberts","d5c9506f4d7389df8ca84213165cdc7a465a23795ff1ad17826234d8e7217778"
"treats: 199","57.81","46.25","170","Julie Harrison","98fda5b12dc9614d3a93ef3b4694bb96eaebb46b4df0ce6f936673e0d1c7886b"
"beds: 200","19.01","15.21","152","Judy Williams","8fdff2968f02dc30ea2ea4a4bbc0173c237f9e116bd9b6d07ae6d633cd15be79"
"toys: 201","79.19","63.35","84","Jessica Brown","f1852403be0023264ab026f2802b1578d462fc27020fb737479cc9f24e2b13a6"
"toys: 202","76.50","61.2","157","Eric Jones","d58ed12c6659d187e4c2b8462ed35be05d263fafde4bd8b63258be9059f8b2f8"
"treats: 203","54.58","43.66","34","Natalie Maldonado","33c54bd8e87b5de0d223438bbeed65b35098726639a2c961f1aac5ef6fb3f054"
