"Tonya Torres","0","1","2017-06-20 16:56:02","treats: 18","9"
"Stephanie Gates","1","0","2018-02-04 22:39:22","food: 88","7"
"Daniel Turner","0","0","2018-02-20 19:22:55","toys: 14","1"
"Mrs. Mary Johnson","1","1","2016-03-24 23:49:29","food: 1","1"
"Robert Smith","0","0","2016-07-10 14:41:49","beds: 81","5"
"Lisa Carroll","1","1","2016-03-01 00:22:53","food: 83","9"
"Kathleen Arroyo","0","1","2020-12-26 10:53:50","beds: 31","3"
"Meghan Jordan","0","0","2016-07-13 23:34:14","beds: 81","8"
"Christine James","0","1","2021-07-16 10:16:35","treats: 20","7"
"Richard Michael","0","0","2017-08-06 14:36:21","beds: 93","8"
"James Hill","1","1","2016-02-23 00:00:33","toys: 63","9"
"Megan Brown","1","1","2017-09-03 15:00:06","food: 78","5"
"Casey Jones","0","1","2018-07-28 00:39:27","toys: 2","1"
"Danielle Copeland","0","0","2017-04-01 02:34:52","beds: 80","1"
"Jamie Adams","0","0","2021-04-08 00:12:03","treats: 28","9"
"Bradley Fitzgerald","0","1","2021-11-13 22:51:28","food: 7","6"
"Sheryl Hodges","1","1","2018-02-08 20:58:13","beds: 93","9"
"Heather Waller","1","1","2020-01-25 11:29:39","beds: 9","4"
"Charles Kline","0","1","2016-05-07 13:14:17","food: 24","5"
"Tyrone Ortiz","0","1","2021-05-31 10:49:25","treats: 44","9"
"Julie Fernandez","1","1","2016-11-21 19:56:36","food: 78","9"
